cust_id,balance,purchases,installments_purchases,cash_advance,credit_limit,payments,minimum_payments,fraud
C14436,1537.935236,68,0,0,3000,3845.144477,709.872779,0
C14437,2543.005761,1900.63,0,0,4000,674.748921,786.205716,0
C14438,11206.78624,1257.77,717.12,8295.538786,15000,20873.22194,2522.629723,0
C14439,308.769481,489.24,489.24,1010.553199,1000,1660.010795,207.644586,0
C14440,3014.625246,0,0,1143.763365,6500,1023.016247,938.580888,0
C14441,1360.590356,2834.03,861.81,0,6000,1333.71178,301.821505,0
C14442,62.440728,709.01,0,0,2000,716.721864,170.422207,0
C14443,2024.263677,56,0,4086.268496,2500,375.558603,413.255193,0
C14444,2610.997575,328.7,0,0,8000,4256.385553,935.303835,0
C14445,1592.354384,736.26,310.64,3120.093926,6000,3636.148663,336.850732,0
C14446,1689.238956,261.89,122.7,0,1700,309.348573,1196.937133,0
C14447,203.499251,2115.76,1585.76,0,4000,1953.639143,172.233875,0
C14448,1791.85654,71.38,71.38,0,3000,547.424357,647.111708,0
C14449,5.626795,374.4,374.4,0,1000,419.512265,2.891346,0
C14450,2305.006202,0,0,370.248624,2500,624.147899,699.416582,0
C14451,1138.014732,1170.48,0,920.050071,4500,1078.964657,247.32444,0
C14452,80.762254,861.9,711.9,0,6000,1426.507994,147.707838,0
C14453,814.085729,0,0,1087.144848,3000,382.425723,292.838637,0
C14454,444.630038,0,0,145.557904,500,172.645901,231.115707,0
C14455,5402.993017,0.01,0,5942.11917,12000,1071.665067,1998.26387,0
C14456,1237.510447,0,0,2914.767437,3000,578.821763,473.168189,0
C14457,289.512368,4185.94,3287.8,0,6000,3836.06844,175.475265,0
C14458,404.182321,3682.11,1208.31,0,10000,3259.008834,218.502255,0
C14459,1714.896284,2000,0,0,2000,448.300443,348.836471,0
C14460,388.132417,0,0,689.70174,1050,1601.295316,225.711121,0
C14461,162.027905,1045.84,0,0,1850,530.125935,171.522214,0
C14462,1801.084627,0,0,3189.613873,10000,329.077571,216.751158,0
C14463,4976.028578,900.87,900.87,0,5500,92.865469,50260.75947,0
C14464,24.831137,1909.13,1879.13,0,2000,1831.935279,21.095616,0
C14465,3682.667737,2214.64,964.34,0,9000,1428.539668,930.608759,0
C14466,629.946336,1832.92,0,0,6500,1425.425074,231.1444,0
C14467,568.060722,1799.03,0,0,10000,1770.472642,215.536534,0
C14468,300.395286,394.95,117,0,6000,339.702306,175.28579,0
C14469,898.253159,165.5,0,1157.345416,1200,375.839637,481.804214,0
C14470,919.799915,320.01,251.01,1056.477112,1200,195.595593,673.698985,0
C14471,368.367166,1121.86,952.66,1172.195497,3500,3312.219079,195.611673,0
C14472,25.950664,231.25,231.25,0,4000,209.115604,94.901424,0
C14473,1817.618232,623.19,623.19,408.434019,2800,719.914581,867.218309,0
C14474,24.569042,532.93,532.93,0,3000,686.935875,150.108154,0
C14475,5256.69533,188.6,0,978.9806305,9000,1421.954639,1452.249653,0
C14476,117.706441,718.44,718.44,0,3000,885.366764,174.343817,0
C14477,2707.058356,2018.13,472.9,0,7000,2575.541309,661.487315,0
C14478,4917.162359,0,0,3179.132724,5000,865.821715,1977.876309,0
C14479,272.717108,227.44,0,0,4500,316.388557,191.312297,0
C14480,4708.26338,0,0,1352.783037,10000,1325.649779,1227.092304,0
C14481,82.029477,1126.32,545.88,0,9000,1136.224986,177.605867,0
C14482,9919.456275,740.75,740.75,2238.487012,14000,3281.898514,2912.794724,0
C14483,3258.237364,921.12,399.98,0,6200,1323.776141,1011.025921,0
C14484,61.115414,239.71,239.71,0,700,358.108438,130.741607,0
C14485,1002.791997,0,0,234.105509,1200,239.80734,225.238271,0
C14486,2951.220065,0,0,1477.737906,8500,710.854365,685.291892,0
C14487,1248.903628,518.31,405,472.118676,1200,1141.190295,980.845115,0
C14488,793.167009,433.31,233.31,766.872458,1000,363.064207,430.485462,0
C14489,2368.338673,1307.18,544.68,0,9000,2167.293003,539.880492,0
C14490,7287.084204,0,0,6605.075695,7500,4293.062891,5255.006819,0
C14491,3764.89205,898.43,419.43,2094.091371,4500,1067.435442,1116.032132,0
C14492,14.775035,80.44,80.44,0,3000,137.217255,81.263818,0
C14493,306.460387,0,0,191.834575,7000,577.962789,171.809634,0
C14494,1499.689937,159.96,159.96,601.616399,4000,356.317359,522.252346,0
C14495,2778.220254,0,0,99.790116,3000,813.686705,1449.354152,0
C14496,56.149055,493.32,343.39,0,5000,471.382074,153.842106,0
C14497,1924.657194,0,0,906.645286,2500,428.488182,715.614697,0
C14498,72.425884,655.68,655.68,0,1000,718.537117,162.732686,0
C14499,653.88103,0,0,1366.204137,1400,205.709969,271.728487,0
C14500,579.243601,505.48,0,0,1950,188.304134,302.43456,0
C14501,95.259372,43.3,43.3,0,7000,526.604881,207.134146,0
C14502,551.580225,2955.91,2003.4,0,8000,2456.581737,209.435975,0
C14503,1181.767566,153.95,0,0,6500,1908.258846,365.472319,0
C14504,11.834127,272.9,203,0,6000,313.913093,81.433073,0
C14505,1138.554361,831.89,0,495.002834,1200,381.967601,457.75848,0
C14506,9962.070262,7465.91,1390.29,0,18500,2403.16006,2207.068883,0
C14507,6416.448101,0,0,3580.392989,7500,1756.557983,2302.022679,0
C14508,2762.340044,2372.98,0,1465.082446,4500,659.726225,874.537967,0
C14509,926.458992,6200.71,458.1,283.476295,7000,7932.430735,271.788449,0
C14510,7474.408678,0,0,10187.5226,10000,2021.908233,1918.555864,0
C14511,287.884126,1545.03,1420.31,289.630816,6500,1182.107223,187.489659,0
C14512,170.617046,350,0,0,3000,828.8943,175.629153,0
C14513,86.661044,709.98,709.98,0,1000,727.104508,168.805075,0
C14514,1541.743608,0,0,118.974129,1600,353.686721,428.150067,0
C14515,7558.010921,365.26,176.7,4738.30754,8000,3311.192387,4903.859993,0
C14516,6956.37654,11500.94,8409.93,15133.53213,14000,20122.00545,1617.014574,1
C14517,99.256215,1554.39,380,0,6000,1006.702329,139.902685,0
C14518,376.15858,2724.76,2152,0,8500,2600.70524,190.766768,0
C14519,380.517893,2590.27,487.81,0,2500,1825.405687,173.164117,0
C14520,1311.952719,2092,850,0,5181.818182,3476.019003,330.828719,0
C14521,548.252892,208.41,0,1633.935089,3000,708.100631,154.96528,0
C14522,3.691925,27.99,0,0,6500,187.172733,56.066059,0
C14523,49.911409,178.4,178.4,0,2500,130.650758,166.81518,0
C14524,18.549421,132,132,0,19500,3610.565153,66.187935,0
C14525,4251.411617,0,0,2318.967259,5000,1428.511775,1322.626868,0
C14526,32.229139,145.85,145.85,0,1000,263.681773,130.725349,0
C14527,1226.152097,0,0,275.602351,1200,797.029627,1026.510864,0
C14528,1238.140283,56.38,56.38,0,1600,398.98255,422.371745,0
C14529,153.643158,0,0,254.910338,300,347.227774,148.87441,0
C14530,200.580245,354,0,0,1200,1697.98971,217.875105,0
C14531,2329.869472,1497.2,195.94,0,7000,1453.119488,632.472511,0
C14532,5090.523925,1689.09,1689.09,1088.523871,6000,2046.509543,2256.318292,0
C14533,2996.761878,3644.35,33.75,0,3500,3879.940821,864.045134,0
C14534,1103.834373,0,0,155.414239,7000,4021.956752,410.666163,0
C14535,72.679836,800.55,214,0,7000,1584.89763,147.859998,0
C14536,4995.229116,1580.34,216,0,5500,1712.233039,1485.721729,0
C14537,300.427627,443.71,443.71,0,1000,372.548129,228.365901,0
C14538,1521.763256,312.15,312.15,0,1500,671.70656,1458.363763,0
C14539,16.742181,320,320,0,2500,559.713369,65.554557,0
C14540,757.964752,157.4,0,0,1200,1494.480376,2638.59841,0
C14541,8315.894044,8391.55,8391.55,0,8500,6322.388249,7912.050279,1
C14542,476.728349,462.75,0,0,5500,185.002877,170.274498,0
C14543,776.919827,11522.9,376.62,0,4500,11082.51429,237.006434,0
C14544,245.336939,909,0,0,3000,340.201751,55.410769,0
C14545,18.745682,872.7,0,0,2500,2411.060444,44.981723,0
C14546,7.106669,27.98,0,0,2500,57.785065,154.349034,0
C14547,1632.421395,993.96,748.37,0,6000,2752.623744,489.842903,0
C14548,2439.976275,499.59,499.59,0,2700,555.286351,617.276328,0
C14549,1315.478789,88.08,88.08,154.311694,1500,453.199092,321.319929,0
C14550,1454.09973,0,0,49.602856,1500,274.985583,493.392656,0
C14551,1695.40481,1641.48,264.42,1105.875503,7000,3423.435143,629.237655,0
C14552,19.991586,144,144,0,1500,173.881319,96.495473,0
C14553,3219.604215,4126.75,0,0,10500,6061.100911,1113.256834,0
C14554,337.178513,3809.71,0,0,16500,2837.599645,238.075524,0
C14555,217.10156,2953.03,0,0,5000,3123.296573,118.209566,0
C14556,2124.826298,967.61,570,581.6512,5000,1778.725826,477.542826,0
C14557,313.13311,49.09,0,1306.110387,6500,1405.747523,189.159601,0
C14558,154.271153,1498.28,831.28,0,12000,1343.450205,189.406063,0
C14559,7934.946009,1792.15,0,4169.060991,11500,2373.896899,2184.394699,0
C14560,4183.77248,511.12,232.52,1209.426365,4500,1378.838332,2569.377585,0
C14561,4187.550741,0,0,978.9806305,4500,1216.465192,935.585513,0
C14562,58.565355,386,386,0,1000,425.996964,65.250637,0
C14563,8363.401152,1076.01,0,3134.26615,9500,1828.936956,2608.291402,0
C14564,45.171225,160,0,0,500,197.019336,94.411065,0
C14565,440.676765,0,0,1125.542162,1200,171.743821,113.220269,0
C14566,7867.660015,507,0,8980.648498,8500,6802.892319,8644.138069,0
C14567,731.222335,0,0,2828.975383,1500,3208.182454,236.90696,0
C14568,39.523885,592.88,141.7,0,12000,1111.148943,120.742325,0
C14569,1996.785925,212.64,0,272.115509,2000,1121.381513,2669.122014,0
C14570,3114.988266,453.12,0,2115.036647,5000,1160.859524,1067.666256,0
C14571,2341.401664,0,0,1818.306309,3000,668.918811,553.243869,0
C14572,2819.630553,0,0,230.543537,3000,810.389383,1147.376672,0
C14573,147.085066,1381.14,354,0,2500,1457.406626,128.626652,0
C14574,152.459665,1248.09,418.64,0,5000,1316.455236,210.906103,0
C14575,1998.15597,348,0,1940.357907,9000,2893.195013,419.016946,0
C14576,290.246277,2617.61,1274.92,0,2500,2948.963493,164.864181,0
C14577,2074.364799,1500,0,0,2200,2200.280484,1436.215703,0
C14578,1773.323689,1423.71,0,0,5000,1410.310559,423.078833,0
C14579,12.540151,201,96.5,0,2500,479.948299,142.198683,0
C14580,5796.622219,423.38,200,6739.693779,8000,813.94163,1523.155003,0
C14581,3261.241461,0,0,154.67204,6500,800.677168,1588.441785,0
C14582,4228.71103,923.99,923.99,3932.272703,8500,8805.280436,1134.632482,0
C14583,8033.907466,159,0,3983.763805,9000,1620.868564,2568.327034,0
C14584,11.902047,0,0,482.992567,3000,727.929858,5.03821,0
C14585,7789.190958,1307.39,1222.94,1836.893684,8500,2072.817061,2983.977594,0
C14586,8465.740449,1345.81,1119.81,3429.450339,9500,2069.156797,2410.701385,0
C14587,151.194794,2634.7,223.17,0,7500,2295.964836,103.773786,0
C14588,3212.963003,0,0,185.532602,3500,766.728773,1044.358428,0
C14589,149.59894,2009.64,1803.64,0,16500,1886.871621,150.495102,0
C14590,39.718404,525.17,0,0,8500,515.996856,37.409861,0
C14591,99.523071,955.87,0,0,13500,1201.853087,99.945036,0
C14592,1837.047378,0,0,73.157833,2000,412.848153,599.972398,0
C14593,28.90195,169.24,0,0,1200,166.658504,42.777345,0
C14594,133.68751,1139.2,1139.2,0,3000,957.152839,116.355394,0
C14595,1922.943603,110.8,0,0,3000,551.431723,565.627471,0
C14596,653.931902,0,0,1561.104542,1200,1535.018327,274.518511,0
C14597,25.178303,283.15,283.15,0,5000,206.688202,101.894341,0
C14598,3049.215189,390,0,5876.866242,3200,6537.913767,2729.078978,0
C14599,8073.983031,2153.11,827.11,3037.443167,9500,3032.171255,2764.780103,0
C14600,1731.459785,288.47,288.47,37.454878,1700,673.92358,1361.538435,0
C14601,173.720757,345.29,0,887.279827,1200,0,864.1732459,0
C14602,1150.724569,797.27,314.96,180.115216,6000,1177.010626,261.521082,0
C14603,5376.083101,0,0,2293.529361,5500,3202.100651,12449.67391,0
C14604,992.615052,162.28,162.28,0,1000,333.663574,462.345834,0
C14605,1360.029064,75.87,0,1482.699821,1500,328.843583,544.816677,0
C14606,167.244974,0,0,1275.337159,3000,7094.254317,248.788237,0
C14607,24.382156,366.6,366.6,0,2000,335.625679,164.248719,0
C14608,1001.129965,0,0,457.757366,1200,462.290269,469.620367,0
C14609,108.766657,750.19,0,0,2500,498.643829,95.901909,0
C14610,3106.853852,0,0,3043.478003,6000,702.156272,1069.874481,0
C14611,787.341687,2732.66,184.19,0,16500,2548.494077,388.363232,0
C14612,1075.768647,200,0,0,1200,550.95426,290.977264,0
C14613,2270.22733,0,0,159.189426,2400,495.667079,974.797056,0
C14614,38.994955,431.52,0,0,7000,417.892105,182.596244,0
C14615,1154.381343,2421.85,1953.2,0,9000,1421.087219,422.043729,0
C14616,126.098257,387.66,0,0,1200,211.00385,174.40662,0
C14617,61.657184,338.4,338.4,0,1000,384.287358,135.392627,0
C14618,6371.35328,0,0,3546.56566,7000,1914.79158,3654.599824,0
C14619,6057.280526,2235.12,1132.72,0,10500,1489.016246,1494.385566,0
C14620,7005.310696,0,0,4273.427073,10500,1623.620841,1571.575974,0
C14621,4.598902,51.16,51.16,0,3000,160.554337,166.879157,0
C14622,59.264067,203.08,203.08,956.776745,2000,1309.186831,204.315088,0
C14623,953.772248,747.62,0,1411.613588,2500,306.649908,215.800967,0
C14624,22.187914,0,0,147.48527,3000,182.533898,155.060934,0
C14625,2118.77868,62.46,62.46,1361.312559,4000,1080.520104,448.013699,0
C14626,21.345298,1019,900,0,4500,1274.379409,161.692199,0
C14627,4817.148022,0,0,7625.978921,8000,3810.594316,2642.808941,0
C14628,452.951976,3649.83,0,0,7500,209.217046,164.503829,0
C14629,41.25567,297.4,0,0,6000,595.460601,173.255085,0
C14630,0,19.25,19.25,0,4000,0,864.1732459,0
C14631,107.600851,1461.15,427.12,0,7500,1334.893122,193.531249,0
C14632,9.431309,80.44,80.44,0,2500,104.97817,67.789985,0
C14633,4768.062736,374.81,41.61,9917.639168,7000,5283.297064,1589.293892,0
C14634,244.653051,1181.03,573.63,0,4500,1047.448996,181.476998,0
C14635,268.966315,784,125,0,10500,514.650308,159.17308,0
C14636,1411.914825,0,0,127.321884,1500,259.780798,423.779107,0
C14637,183.992665,1402.4,261.9,0,7200,1262.938606,239.059144,0
C14638,19.491307,0,0,1161.514855,1200,3338.597271,9.550733,0
C14639,3153.251957,3398.12,3302.28,5608.804955,3000,9000.706634,4255.297059,0
C14640,534.168335,3916.8,1746.43,107.838419,3000,3291.567762,144.195071,0
C14641,6313.362606,0,0,9687.179224,10000,6291.189848,1246.208875,0
C14642,531.269205,33.4,33.4,0,3700,2508.700414,170.113751,0
C14643,3699.694691,0,0,1182.596884,4000,769.962086,1698.5381,0
C14644,451.23106,1293.7,568.1,0,1200,894.932094,204.619343,0
C14645,591.103032,626.69,0,0,2500,786.571498,311.637186,0
C14646,253.640197,2607.88,1464.92,73.579253,4000,1954.784637,154.583752,0
C14647,4222.928545,0,0,4745.047686,8000,1383.938805,1295.228551,0
C14648,884.230978,0,0,611.76416,1200,883.943797,216.195821,0
C14649,237.344299,1266.03,1096.03,0,1800,729.118157,189.433393,0
C14650,19.949534,0,0,326.731167,2500,0,864.1732459,0
C14651,398.726283,393.49,0,787.215403,600,795.860389,213.548011,0
C14652,6991.964344,1384.92,1384.92,18.807602,13000,2814.59508,2308.020257,0
C14653,38.792757,1115.92,1115.92,54.562891,3500,1506.34522,85.99372,0
C14654,200.988312,0,0,1864.566564,2500,9724.871142,332.480788,0
C14655,2173.970603,0,0,1192.786167,2400,445.866028,1043.148468,0
C14656,158.878732,738.65,738.65,109.368455,7500,899.2372,170.492035,0
C14657,1464.636143,0,0,2773.394382,1500,1751.449835,477.001326,0
C14658,190.962339,2161.22,0,0,5000,1663.048553,148.790482,0
C14659,6983.408463,0,0,3354.686368,7700,1116.896212,25697.63772,0
C14660,58.83251,551.93,551.93,0,2500,437.19547,194.026175,0
C14661,3046.937141,0,0,4021.457424,5000,809.451322,673.513777,0
C14662,1396.279238,3380.44,1930.52,0,3500,5451.794841,385.003688,0
C14663,975.252077,1146.74,350,0,1000,1273.063087,252.66907,0
C14664,1622.84216,248.74,248.74,1814.147021,2500,1082.286757,384.449529,0
C14665,3899.763741,0,0,925.72976,6500,877.767833,1454.215974,0
C14666,2719.639153,715.81,0,0,10000,694.102974,724.758705,0
C14667,347.226798,1535.49,331.8,0,1000,778.913464,149.966517,0
C14668,8.172299,114,114,0,2700,123.400772,44.25482,0
C14669,8248.178009,1788.84,1788.84,90.031207,18000,40627.59524,2149.990102,0
C14670,289.353197,461.68,260.68,0,4500,282.328051,183.50739,0
C14671,38.91624,358.49,358.49,188.234434,2500,479.607061,141.652641,0
C14672,810.739995,86.9,0,0,7500,253.775702,210.961925,0
C14673,438.337653,1867.9,443.03,128.429272,6500,2080.403638,204.877516,0
C14674,101.083401,553.36,413.36,1719.767683,3000,2515.38256,56.937337,0
C14675,1300.793883,1282.2,1282.2,0,1200,1407.623536,1230.452069,0
C14676,1418.838078,0,0,272.782072,1500,619.975821,519.49072,0
C14677,2042.585017,498.96,498.96,2364.540395,2500,414.718951,1517.202791,0
C14678,218.948323,1858.33,478.33,0,4500,1934.821016,177.124786,0
C14679,115.467669,354,0,0,16500,4555.965464,211.04268,0
C14680,199.462047,1296.2,550.38,0,1800,18.125527,110.486344,0
C14681,143.737177,1456,1095,0,2500,1416.600792,139.685178,0
C14682,45.45702,175,0,0,1200,212.558928,223.193529,0
C14683,1089.795044,0,20,38.249993,1200,284.731156,331.10383,0
C14684,19.946102,450,450,978.9806305,1000,386.571651,131.349565,0
C14685,626.213492,0,0,3393.427055,1200,3566.140224,473.448279,0
C14686,1849.017387,0,0,838.008227,2500,433.218956,837.7785,0
C14687,2992.591246,0,0,759.456509,3500,817.050377,825.529474,0
C14688,2021.514867,1582.84,27.95,0,2500,565.380786,486.702058,0
C14689,2122.066396,0,0,1048.972729,3000,548.182704,515.520727,0
C14690,4.417273,27.42,27.42,0,1800,228.417814,175.836378,0
C14691,825.347767,0,0,105.877591,1200,426.206835,217.958559,0
C14692,87.462633,0,0,1251.696029,2000,2678.249487,114.91159,0
C14693,1223.909602,607,0,0,1200,466.149713,906.697643,0
C14694,83.930127,1027.64,0,0,6000,1007.971531,106.407569,0
C14695,1241.025652,0,0,180.783929,1800,842.814061,405.72085,0
C14696,268.797746,70,70,0,1000,105.954038,229.157988,0
C14697,451.404363,2196,41.66,0,1800,2142.056177,184.805024,0
C14698,3.248979,91.26,91.26,0,3500,0,864.1732459,0
C14699,160.873814,480,0,0,1500,38.770699,86.542118,0
C14700,982.566805,282.39,282.39,0,1000,722.645708,935.878792,0
C14701,4070.500764,710.8,570.8,4620.069456,4900,364.205524,3231.905456,0
C14702,1048.892643,0,0,115.766104,1100,218.648513,598.910658,0
C14703,507.076999,0,0,1391.140391,1500,2104.053736,257.650259,0
C14704,158.634812,1765.38,1680.58,0,9500,1661.464986,135.26688,0
C14705,976.370187,0,0,1622.255801,1600,3056.718074,429.217423,0
C14706,5.336222,57,57,0,5000,164.041195,124.16248,0
C14707,3363.288511,1123.42,257.64,1992.271699,4500,4772.462052,948.702747,0
C14708,1475.396878,5055.77,2123.86,0,1900,4826.844372,1879.122243,0
C14709,15155.53286,717.24,0,4718.274895,18000,4002.194556,3843.924668,0
C14710,782.392041,8168.9,5167.93,0,16500,7455.296139,232.694923,0
C14711,3157.715309,548.79,0,3075.115015,3500,3817.151157,852.200705,0
C14712,872.07108,853,853,999.04114,4000,784.917897,276.484296,0
C14713,1904.495561,4044.14,1082.34,0,6700,6312.820074,520.454965,0
C14714,1186.287841,115.5,0,0,1200,446.088328,356.432463,0
C14715,3838.312836,0,0,1256.712548,9500,1419.130675,1076.233929,0
C14716,5975.063353,345.3,0,3599.222154,6500,2010.926039,2784.103858,0
C14717,2005.438728,956.05,137.32,0,2500,915.734963,592.444909,0
C14718,6749.994904,0,0,4561.826799,11500,4930.710131,4974.373221,0
C14719,6.127959,82.85,82.85,0,3500,100.08381,108.827629,0
C14720,1994.694769,248.75,0,1016.518185,6000,568.025868,562.654151,0
C14721,7404.850748,0,0,12405.2945,11500,13956.71873,1633.85526,0
C14722,6950.583049,400.98,400.98,259.046858,12500,2008.360568,1704.533297,0
C14723,5976.796897,1194.52,1194.52,790.205561,6000,2722.095294,2670.210603,0
C14724,19.846569,0,0,133.049604,1200,48.739156,97.986182,0
C14725,6456.515148,0,0,3802.386718,7500,2640.103648,1789.614843,0
C14726,2651.484926,908.15,908.15,1008.639756,3000,4361.679346,943.46896,0
C14727,1091.437438,1237.37,789.77,0,4500,833.893431,279.421489,0
C14728,28.588826,151.92,151.92,0,1000,111.631804,111.312954,0
C14729,703.368382,64,64,0,2550,179.083715,212.119486,0
C14730,1512.218864,1002.93,177.04,0,4000,328.446221,344.205824,0
C14731,1608.052487,0,0,2496.721337,5000,9933.62261,684.647727,0
C14732,233.961592,248.44,235.44,0,1200,219.96077,174.71331,0
C14733,159.36681,1277.5,1277.5,0,2500,1315.820451,173.58488,0
C14734,27.40855,290.6,0,0,2000,315.279531,170.973738,0
C14735,1132.796058,519.79,0,0,1200,642.723631,436.088187,0
C14736,101.874313,70,0,365.228157,2500,464.687342,178.912575,0
C14737,862.753623,1282.38,1282.38,0,11500,930.179257,179.698273,0
C14738,3753.102666,0,0,702.912179,11000,1029.476417,921.100658,0
C14739,996.223227,0,0,1398.39554,8000,2369.167737,226.016919,0
C14740,4035.138453,0,0,2399.437045,7000,1474.388466,927.057881,0
C14741,1845.210833,0,0,1960.264859,4500,331.387568,600.297574,0
C14742,46.56216,261.16,261.16,0,4000,230.605229,179.077671,0
C14743,299.179091,1147.23,75.53,0,4000,1460.796216,80.470536,0
C14744,2917.079199,0,0,844.083928,3000,1360.117166,1562.665426,0
C14745,3062.16821,2253.98,1333.44,4161.09715,9000,1132.237548,960.131857,0
C14746,320.33625,0,0,1258.982051,6500,1746.672526,194.539211,0
C14747,24.176932,189.85,0,0,3000,184.60455,100.687061,0
C14748,5496.421462,0,0,2338.977761,6000,1292.534876,1605.355165,0
C14749,0.074724,0,0,370.73048,1000,1628.657052,11.51534,0
C14750,6063.976197,3987.01,455.77,2791.263609,7500,1423.187576,1583.370963,0
C14751,2669.587009,0,0,967.482287,6500,666.186973,655.620366,0
C14752,86.206262,626.28,415.58,0,3000,729.334233,164.106431,0
C14753,958.26975,0,0,171.920223,1000,327.333462,308.017569,0
C14754,10929.05958,675.89,175.5,1521.869211,12000,2639.956641,3049.937917,0
C14755,11581.9335,0,0,9236.092963,13000,2132.826323,4814.853217,0
C14756,207.209597,13.66,13.66,0,7000,1703.339459,208.367436,0
C14757,3139.267322,5393.36,3298.92,0,3000,4173.119357,5573.463031,0
C14758,2689.895528,0,0,270.201463,2900,639.484442,640.261805,0
C14759,1406.627442,2315.86,976.6,0,4000,3176.971719,462.419982,0
C14760,1594.485356,2650.91,527.01,0,7000,1416.618009,427.14706,0
C14761,3755.184007,3211.86,1791.28,0,11000,3198.261943,960.856638,0
C14762,38.795708,229.48,0,0,3050,392.882251,132.864883,0
C14763,37.911473,254,170,0,3000,248.076679,185.502626,0
C14764,1723.804529,3145.79,2148.5,0,6000,995.065501,387.473541,0
C14765,165.290723,971.2,0,446.94537,1000,1922.505496,124.779308,0
C14766,683.391465,0,0,1786.070392,3000,346.494649,159.136566,0
C14767,10.358325,98.83,0,0,7000,116.299635,145.320085,0
C14768,1063.614099,0,0,196.616463,1200,206.505212,316.230814,0
C14769,98.290292,4440.8,0,0,1500,7150.995346,119.097785,0
C14770,1540.879308,0,0,154.550357,4000,720.558343,334.635642,0
C14771,3083.636304,250,250,0,10000,4669.193554,893.368255,0
C14772,1098.457059,0,0,18.510103,1200,224.204359,551.721679,0
C14773,4836.914446,305.6,0,0,16500,2547.923816,1602.370029,0
C14774,131.069154,1315.39,1002.31,0,3500,1123.656185,182.23728,0
C14775,49.564532,433.5,159.56,0,9000,465.466079,148.914581,0
C14776,1967.70274,744.9,75,956.424536,4000,449.758817,647.309788,0
C14777,1669.128355,0,0,335.056814,1800,528.612762,607.334479,0
C14778,56.116326,368.47,0,66.320495,2500,174.470592,167.4688,0
C14779,227.184126,50,0,947.140065,5500,2074.177677,162.04957,0
C14780,1417.157652,562.5,562.5,0,1500,987.794574,861.298259,0
C14781,1406.483149,0,0,363.680545,1500,214.423727,362.96484,0
C14782,0,581,581,0,1000,692.523718,864.1732459,0
C14783,1124.582725,0,0,219.933843,1200,446.251464,228.206218,0
C14784,110.409387,992.88,0,0,4500,791.103098,148.537836,0
C14785,4929.758948,4939.1,0,2365.84349,6000,3952.187547,5234.368383,0
C14786,687.378139,74.42,74.42,0,700,353.250281,492.588377,0
C14787,7.167028,99,0,0,6000,196.556706,85.643203,0
C14788,49.433937,387,387,0,3000,335.472854,122.280528,0
C14789,1427.949491,0,0,617.736537,1800,2163.873958,329.166007,0
C14790,17.141376,182.1,148.5,113.918826,6000,255.074373,93.628909,0
C14791,2285.655394,3648.73,1131.3,2034.664095,7000,586.67656,558.834333,0
C14792,341.149186,48.78,0,0,500,256.731955,259.3518,0
C14793,91.705554,1468.1,0,0,3000,1502.962138,110.071016,0
C14794,2032.338405,158.24,158.24,2508.932178,2500,625.314406,632.198197,0
C14795,4.12565,25.69,0,0,4500,163.352538,128.336305,0
C14796,709.473364,548.85,163.56,153.665694,1200,381.15677,213.8837,0
C14797,8048.03442,0,0,6163.107978,12000,2165.252987,2164.447843,0
C14798,2755.306896,2754.49,780.49,3193.924548,13000,4843.691023,774.60303,0
C14799,348.646985,230,0,1099.152158,1200,443.364076,271.562248,0
C14800,472.663708,310.44,310.44,0,4000,2493.243567,222.654608,0
C14801,387.585128,0,0,2494.497971,3000,0,864.1732459,0
C14802,120.658015,349.12,0,0,2700,383.414493,163.463142,0
C14803,105.385636,1536.31,1191.4,0,3000,1639.344093,161.467632,0
C14804,2843.942194,0,0,978.9806305,3000,869.193769,910.703762,0
C14805,28.315171,225.02,113.32,0,10000,315.246249,118.313994,0
C14806,949.530268,45.65,0,47.786053,1000,303.450157,456.016895,0
C14807,34.706824,242.9,0,0,1500,85.290895,174.958496,0
C14808,3596.749572,0,0,1172.638871,6000,1499.401344,765.099049,0
C14809,49.920897,400.19,0,0,8500,363.703322,177.221407,0
C14810,120.945829,33.38,33.38,0,1000,514.002301,148.330512,0
C14811,1118.479084,325.95,121.99,0,2400,290.888289,369.130795,0
C14812,216.184011,0,0,948.380744,1200,243.64342,173.667325,0
C14813,3997.572659,0,0,3516.5482,4500,1456.274689,1310.022633,0
C14814,1906.703614,780,780,0,3000,1338.303471,598.649198,0
C14815,1747.359784,0,0,413.38083,1800,700.732344,755.249544,0
C14816,2363.615492,1441.32,1066.68,0,6000,1055.392983,988.408977,0
C14817,1247.196735,243,0,0,1200,529.091477,919.446681,0
C14818,336.640397,589.59,424.59,0,5000,839.728514,184.635553,0
C14819,135.493002,0,0,499.794103,1200,1844.110066,185.379277,0
C14820,957.980588,424.76,424.76,0,5000,504.56116,337.959338,0
C14821,965.236679,2786.08,2022.26,0,4500,1399.589495,244.198717,0
C14822,260.409355,545.34,288,0,1500,384.809868,189.1629,0
C14823,2772.790822,337.98,337.98,198.185224,3000,1043.396353,1046.955311,0
C14824,1305.266304,1078.89,233.9,2081.15215,5000,164.080259,191.069553,0
C14825,1153.335938,886.56,886.56,0,1000,724.171914,2256.223464,0
C14826,633.388444,830.45,0,0,6000,497.263402,239.606651,0
C14827,5830.700298,4079.01,3572.01,0,11500,2038.201869,1375.326986,0
C14828,4931.40051,540,0,527.008867,11500,1174.80652,1147.961544,0
C14829,344.532447,3603,1612.95,0,6000,2912.826118,186.295633,0
